,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
270,5,2,10,10,10,10,10,5,1,7,10.0,5,5,7,8,1,2,10,10,10,3,1,769.3
271,2,3,3,3,3,6,4,1,1,1,2.0,3,0,6,5,2,2,6,1,3,3,1,620.8
272,1,5,0,4,2,10,2,3,2,3,5.0,1,0,4,5,2,1,10,8,3,2,1,601.3
273,5,2,9,10,10,10,10,5,2,10,10.0,8,10,5,5,1,2,10,10,10,4,1,771.2
274,4,2,5,4,10,5,1,5,2,7,1.0,8,0,7,0,4,2,4,1,10,4,1,671.3
275,4,5,5,8,2,7,4,0,1,5,1.0,2,1,7,5,0,2,3,3,10,2,0,649.7
276,1,4,1,5,6,3,1,3,2,3,1.0,5,2,5,10,4,2,10,1,3,2,0,600.6
277,4,2,4,3,10,10,4,0,1,10,0.0,8,10,7,0,7,2,5,2,10,3,1,700.2
278,4,2,1,4,0,4,1,0,1,10,0.0,10,0,6,0,1,2,2,0,7,3,1,646.0
279,0,1,2,5,3,7,2,2,2,5,7.0,3,0,7,0,5,2,3,6,6,3,1,636.3
280,2,3,3,8,6,10,3,5,1,7,1.0,2,2,6,0,2,2,6,0,10,2,1,681.8
281,3,1,5,9,9,10,8,4,2,5,9.0,5,3,5,10,1,2,7,9,5,3,0,699.2
282,4,4,10,5,5,7,2,5,2,6,1.0,2,5,6,0,2,1,4,3,3,4,1,642.7
283,3,3,1,4,2,10,6,5,1,3,2.0,7,8,5,3,0,1,6,2,7,2,1,665.6
284,5,0,10,6,5,6,2,1,2,5,1.0,5,2,6,0,1,2,5,10,7,4,0,684.1
285,2,3,10,10,4,6,3,1,2,1,2.0,6,3,6,7,5,2,7,2,8,3,0,641.8
286,1,4,0,1,10,10,2,5,2,5,4.0,1,1,8,5,1,2,2,5,1,4,1,627.6
287,3,5,5,2,10,10,5,5,1,7,3.0,5,0,5,0,4,1,10,1,10,3,0,673.7
288,1,4,10,4,10,6,10,1,2,8,1.0,3,8,7,0,1,2,10,3,5,4,0,682.2
289,1,3,2,3,1,5,0,4,2,5,0.0,1,1,6,7,4,2,2,0,1,3,1,579.6
290,5,2,3,5,5,2,2,5,2,0,3.0,3,0,7,0,0,2,5,4,10,4,1,656.7
291,5,2,2,2,1,2,4,0,1,8,4.0,5,2,8,0,2,1,8,4,10,1,1,655.6
292,5,2,10,6,5,6,7,0,1,6,8.0,8,3,9,0,10,2,5,6,10,1,0,709.1
293,5,5,2,3,1,1,0,0,2,1,1.0,5,1,9,5,8,1,1,0,2,2,1,553.8
294,3,4,2,4,1,7,1,2,2,3,3.0,7,3,8,5,4,2,7,0,10,2,1,630.5
295,2,1,10,8,10,6,3,2,1,8,7.0,6,3,8,0,3,2,8,4,2,1,1,710.2
296,3,1,10,10,10,7,10,5,1,8,5.0,8,10,5,8,1,2,10,4,10,3,1,754.2
297,3,3,8,6,4,10,5,2,2,4,3.0,6,2,6,0,1,1,10,1,7,3,1,657.1
298,2,5,3,4,3,10,2,0,1,9,3.0,10,2,6,8,9,1,2,2,4,2,1,610.3
299,1,3,1,0,0,2,1,1,2,1,0.0,1,0,7,10,7,2,2,0,10,2,0,556.0
300,4,5,4,1,3,10,0,0,2,0,1.0,5,0,6,10,10,1,0,0,7,2,0,554.9
301,3,1,10,2,10,5,2,5,2,7,4.0,2,1,6,0,0,2,4,4,10,3,0,683.5
302,5,2,10,3,6,6,5,2,1,10,2.0,10,5,8,1,7,2,10,5,10,2,1,721.2
303,2,3,7,6,5,10,3,3,2,9,5.0,4,2,7,0,1,2,4,4,3,2,0,668.8
304,2,2,10,5,2,10,2,1,2,7,3.0,5,5,7,5,5,1,1,5,10,3,0,638.4
305,5,5,5,2,2,0,2,2,2,5,1.0,2,1,6,10,7,1,3,0,2,2,1,559.4
306,2,4,4,3,0,10,9,1,1,6,3.0,7,10,8,7,2,2,10,2,7,3,0,679.8
307,2,1,3,2,3,1,3,2,2,4,2.0,5,3,5,2,0,2,7,5,4,2,0,632.9
308,5,3,10,10,6,10,5,1,1,8,2.0,6,2,8,5,1,2,10,10,6,3,1,722.1
309,5,2,3,2,10,6,10,4,2,3,3.0,1,10,7,10,0,2,10,2,10,4,1,683.5
310,4,3,8,5,10,7,5,2,1,9,4.0,7,5,5,7,3,2,10,1,3,2,1,691.1
311,3,0,3,10,2,3,4,1,1,8,2.0,9,7,7,0,1,2,7,7,5,3,0,702.1
312,4,3,10,10,10,10,10,5,1,10,4.0,7,10,7,0,3,2,10,1,10,4,1,764.6
313,4,2,3,5,2,4,5,5,1,8,2.0,8,2,7,0,0,2,10,1,10,4,0,701.9
314,5,5,5,5,5,5,5,5,2,5,5.0,5,5,5,5,5,2,5,5,5,3,0,656.7
315,3,3,3,10,10,10,10,5,2,8,5.0,2,5,5,0,5,2,10,4,6,4,1,703.7
316,2,3,7,6,3,10,3,4,2,9,1.0,2,5,7,10,1,2,4,1,7,2,1,648.0
317,5,1,4,5,10,3,1,3,1,3,1.0,7,1,7,0,0,2,9,1,4,4,1,683.0
319,1,1,10,5,1,5,6,1,1,5,1.0,3,1,8,10,0,2,3,1,6,2,0,643.3
320,3,4,3,10,5,4,2,2,2,9,2.0,2,2,9,0,0,1,10,2,5,3,0,643.3
321,1,2,4,7,8,8,2,5,2,9,8.0,3,4,7,1,1,2,6,1,7,3,1,682.2
322,4,3,10,5,2,2,3,1,1,5,1.0,2,7,7,0,10,2,5,1,5,3,1,646.3
323,3,3,1,6,4,3,1,2,1,4,2.0,5,1,5,10,2,2,10,1,2,3,0,626.1
324,1,2,6,8,3,3,0,2,2,4,1.0,2,1,9,3,1,2,2,1,7,2,1,622.9
325,5,4,3,5,8,5,9,1,2,5,1.0,4,3,7,10,5,1,9,3,10,3,1,633.1
326,1,3,4,5,6,3,6,0,2,6,7.0,4,1,8,0,7,1,3,2,3,3,0,609.5
327,1,4,0,10,10,10,6,5,2,0,0.0,10,0,6,10,4,2,4,0,0,3,1,625.6
328,4,5,1,2,10,10,6,5,2,4,2.0,10,5,8,10,1,2,3,3,3,3,1,656.6
329,2,4,10,4,10,10,3,1,2,8,2.0,4,2,8,0,4,2,10,1,3,3,0,663.9
330,5,2,7,7,10,3,10,0,1,2,2.0,9,10,9,0,1,1,10,1,7,3,1,704.2
331,3,3,7,2,10,4,2,2,1,3,2.0,6,4,8,0,4,2,4,2,6,3,0,666.0
332,1,2,0,5,2,10,2,1,1,8,3.0,8,0,7,6,4,2,4,4,3,4,0,642.4
333,3,1,3,7,6,10,5,1,2,6,6.0,8,5,7,0,4,2,3,7,7,3,1,686.6
334,3,1,4,2,2,6,1,2,1,7,0.0,6,3,9,0,0,2,2,0,6,4,0,659.4
335,5,3,10,10,6,10,5,1,1,8,2.0,6,2,8,5,1,2,10,10,6,3,1,722.1
336,3,1,0,1,1,1,0,1,1,9,1.0,5,0,7,10,0,2,0,8,5,4,0,621.4
337,3,3,10,7,10,10,1,5,1,5,7.0,9,7,7,0,7,2,5,7,10,3,1,731.0
338,1,3,10,10,0,10,4,1,1,6,1.0,10,1,8,0,2,1,1,1,10,2,0,663.4
339,2,3,3,8,5,4,7,2,1,7,5.0,4,4,7,0,2,1,5,8,4,1,1,667.1
340,2,5,1,3,5,2,1,0,2,5,4.0,4,2,8,0,1,1,1,1,3,3,1,585.7
341,3,2,6,2,2,3,1,1,1,4,1.0,5,5,8,0,3,1,6,2,1,3,1,626.7
342,2,5,2,1,2,5,3,5,2,4,2.0,4,1,6,0,3,1,5,1,3,2,1,597.2
343,3,2,0,1,3,5,7,4,1,10,8.0,4,2,8,6,3,2,5,3,9,2,1,675.8
344,5,1,5,5,6,3,8,3,1,10,6.0,10,10,8,0,0,2,4,5,3,4,1,729.7
345,5,3,10,10,4,2,3,3,1,7,4.0,6,0,8,0,1,2,10,2,7,3,1,703.4
346,3,4,7,6,8,3,2,0,1,5,2.0,8,3,6,5,6,2,3,4,10,2,1,655.8
347,2,2,4,5,2,2,1,2,1,3,3.0,5,1,8,0,2,1,5,1,4,2,0,625.0
348,0,1,10,6,0,5,0,0,2,2,0.0,3,1,7,0,1,2,5,1,10,2,0,626.1
349,2,4,10,4,3,6,6,2,1,6,3.0,5,0,7,0,0,1,4,5,4,2,1,653.7
350,5,0,1,1,1,10,10,0,1,10,5.0,5,5,10,0,0,2,6,10,10,2,0,724.0
351,2,2,10,5,4,5,5,1,1,3,4.0,6,0,7,4,4,2,6,9,5,2,0,670.9
352,5,0,1,10,10,10,10,5,2,8,5.0,6,6,6,10,1,2,3,1,5,3,1,699.6
353,5,1,2,2,1,3,1,0,2,9,3.0,6,5,7,0,2,2,3,0,4,2,1,635.2
354,2,4,10,10,5,4,5,5,1,3,1.0,4,0,6,2,10,1,10,7,5,3,1,655.0
355,5,3,10,6,2,3,2,1,1,8,1.0,5,0,7,0,1,1,5,1,10,2,0,657.1
356,2,3,2,4,2,3,4,1,2,5,2.0,5,3,9,5,2,1,6,3,7,2,0,611.6
357,2,4,10,8,5,10,5,5,2,6,1.0,2,0,8,4,1,2,10,1,7,3,0,672.0
358,2,2,2,3,3,2,4,3,2,2,1.0,1,0,5,0,4,1,4,2,2,3,0,584.5
359,4,4,10,3,5,6,6,5,1,6,1.0,10,2,8,0,4,1,7,1,10,4,1,685.5
360,4,4,1,2,0,4,2,0,2,2,1.0,2,3,6,5,10,1,2,0,3,3,0,550.9
361,1,2,2,2,6,1,2,1,2,2,1.0,2,0,6,1,3,2,6,2,6,3,0,603.6
362,5,1,3,5,5,5,2,4,1,6,0.0,8,5,7,0,0,2,3,2,5,3,1,686.6
363,3,2,5,10,8,10,5,5,2,6,1.0,7,5,6,0,5,2,10,3,5,3,1,696.4
364,5,2,3,4,4,7,2,2,1,5,2.0,10,1,7,0,5,2,2,3,7,2,0,670.0
365,4,3,2,7,4,4,0,1,2,8,1.0,6,2,7,5,7,2,2,0,7,4,1,618.2
367,3,2,5,10,8,10,7,4,2,3,3.0,5,3,7,0,0,2,4,3,3,4,1,684.3
368,3,2,10,3,3,3,5,2,1,6,1.0,2,3,8,0,2,2,3,3,6,2,1,665.2
369,4,1,10,5,4,5,3,3,1,7,1.0,8,2,9,0,4,2,3,5,10,2,0,700.6
370,4,3,2,4,10,6,3,3,2,4,5.0,3,1,7,10,5,2,10,10,7,4,1,656.7
371,4,3,6,8,8,8,10,3,1,7,8.0,10,3,7,3,4,2,10,8,10,1,1,741.4
372,2,2,8,4,1,4,1,0,2,5,7.0,2,0,7,0,2,1,4,8,9,3,0,627.6
373,3,2,0,8,5,6,3,0,1,6,5.0,1,5,5,10,5,1,5,0,3,3,0,611.7
374,2,3,10,3,0,5,1,0,1,7,3.0,8,1,6,6,0,2,1,4,7,2,0,645.6
375,4,1,10,10,6,3,5,5,2,8,5.0,4,3,7,3,2,2,10,4,7,2,1,704.5
376,4,4,10,3,3,10,4,1,1,6,1.0,6,5,7,0,1,2,10,1,4,2,1,684.5
377,4,2,10,4,9,4,3,0,1,10,2.0,10,3,8,10,3,2,10,5,10,2,0,699.1
379,5,3,3,2,4,5,1,0,1,6,4.0,10,2,7,0,3,2,10,1,7,3,0,671.7
380,4,2,8,8,3,10,3,2,1,9,6.0,4,0,8,0,2,1,5,7,10,2,0,694.5
381,1,5,1,3,2,3,10,1,1,1,3.0,1,0,7,10,2,1,4,3,10,1,0,596.8
382,5,3,7,1,3,1,4,5,1,9,2.0,5,2,7,0,0,2,6,4,10,3,1,691.1
383,1,3,9,6,1,1,4,0,2,9,1.0,7,0,9,0,1,2,1,2,10,2,1,640.9
384,2,5,4,4,5,7,10,0,2,10,4.0,10,10,7,10,3,2,10,1,4,3,0,661.5
385,3,2,6,10,4,2,1,3,2,5,1.0,1,1,6,8,3,1,10,1,10,3,0,622.1
387,5,2,10,10,10,10,5,2,1,7,2.0,8,7,7,0,3,2,10,5,10,2,1,747.8
388,5,2,5,7,2,3,8,2,1,4,2.0,7,5,9,0,0,1,10,2,10,2,1,690.2
389,3,4,8,3,5,8,6,2,1,9,5.0,3,8,8,6,1,2,5,6,8,3,1,694.3
390,0,3,0,2,2,1,0,1,2,0,0.0,1,0,10,0,7,1,3,0,5,2,1,551.5
391,4,3,6,7,2,4,6,1,1,5,2.0,6,0,7,0,10,1,10,2,7,2,0,645.4
392,5,1,2,4,10,10,2,5,2,10,7.0,4,3,8,0,0,2,1,3,7,4,1,697.9
393,3,4,2,1,10,4,0,5,2,7,1.0,5,2,6,0,1,1,10,1,5,2,1,633.1
394,4,0,3,10,10,10,8,3,2,7,3.0,4,10,7,0,0,2,10,7,10,4,0,738.5
395,2,2,8,2,2,9,2,3,1,6,2.0,6,0,6,0,7,2,2,0,2,3,0,641.8
396,2,4,10,5,1,3,2,0,2,5,1.0,1,0,7,0,1,1,4,0,10,3,0,603.6
398,0,4,10,9,10,10,3,5,1,10,5.0,2,0,8,0,2,2,7,3,7,4,1,706.0
399,5,3,5,10,8,10,3,3,2,6,2.0,10,2,7,5,5,2,10,2,7,3,1,687.0
401,2,4,0,7,3,1,0,5,2,8,0.0,5,10,4,0,1,2,3,1,7,4,1,637.8
402,4,2,5,3,5,2,5,1,1,2,5.0,5,2,6,10,0,1,10,6,10,4,1,651.8
403,2,2,10,4,1,10,1,1,2,8,0.0,4,0,5,0,10,1,10,0,5,3,1,614.0
404,1,3,2,3,8,3,2,5,1,9,2.0,1,0,8,6,1,2,10,1,3,2,1,649.7
405,1,3,2,3,8,3,3,4,1,9,2.0,1,0,8,6,0,2,10,1,2,2,1,648.0
406,5,2,7,6,4,10,5,0,1,7,5.0,10,10,7,2,0,2,6,4,8,4,0,722.7
407,4,1,7,10,5,8,4,5,1,3,2.0,9,10,7,0,0,2,6,1,10,4,1,731.0
408,4,2,6,4,4,8,1,5,1,6,1.0,8,1,8,0,1,2,8,1,5,4,0,690.2
409,4,2,5,3,10,9,2,3,2,5,1.0,6,2,8,0,1,2,5,1,9,4,1,674.5
410,5,2,6,6,3,7,6,2,1,5,4.0,7,2,8,0,0,2,10,7,7,2,1,713.8
411,2,4,5,6,7,7,7,4,2,6,4.0,5,3,7,6,7,2,5,6,6,3,0,657.1
412,3,3,2,5,2,3,8,1,2,10,5.0,3,8,7,5,2,2,3,10,5,3,0,658.4
413,3,1,8,10,7,10,7,2,1,9,2.0,9,6,7,0,0,2,10,2,8,4,1,739.5
414,1,5,2,10,5,6,5,3,1,3,3.0,5,0,6,5,2,2,5,1,10,2,1,651.8
415,1,5,5,5,6,5,2,2,1,2,2.0,4,2,5,5,3,2,5,1,10,2,1,634.4
416,5,1,10,9,5,5,2,2,1,0,2.0,10,3,9,0,1,2,10,2,10,2,1,714.6
417,5,1,5,10,10,5,10,5,1,10,8.0,10,10,8,0,0,2,5,8,10,4,1,780.7
418,4,1,0,7,3,10,6,5,2,0,4.0,1,10,9,0,0,2,10,5,10,4,1,700.9
419,5,0,10,10,10,10,5,5,1,10,6.0,10,10,4,0,0,2,10,3,10,4,1,781.6
420,5,1,10,10,10,10,10,5,1,10,8.0,10,10,6,0,0,2,10,6,10,4,1,799.0
421,3,1,1,10,10,8,3,2,1,9,5.0,8,10,8,0,0,2,4,10,6,3,0,734.4
422,3,4,4,3,5,2,4,2,1,8,1.0,5,1,8,0,1,1,4,0,2,3,1,628.4
423,4,1,5,4,5,8,2,3,1,4,3.0,2,1,7,0,0,2,5,3,7,4,1,678.6
424,5,4,5,5,6,8,5,3,1,4,1.0,8,1,6,5,4,2,10,1,10,4,0,681.3
425,1,3,10,10,5,10,10,0,2,5,3.0,8,10,6,3,7,2,10,5,8,3,0,693.2
426,4,1,1,6,8,10,4,3,2,7,3.0,7,2,7,0,4,2,0,1,2,3,1,659.2
427,1,4,2,5,0,1,3,0,2,4,2.0,5,2,6,0,0,1,9,3,10,2,0,607.6
428,4,2,5,5,10,3,4,5,1,5,3.0,5,3,6,0,1,2,8,3,10,4,0,704.5
430,3,1,10,9,9,5,4,5,1,8,1.0,2,3,8,0,2,2,2,2,5,2,1,699.2
431,3,1,10,7,4,3,4,4,1,6,1.0,1,3,7,0,2,2,3,1,4,2,1,671.6
432,5,3,1,3,7,7,8,4,1,7,1.0,9,4,7,7,3,2,10,8,10,4,1,707.2
433,5,1,10,8,4,6,3,2,1,8,2.0,4,2,7,0,0,1,5,1,7,3,0,680.7
434,4,1,0,10,0,10,3,0,2,7,4.0,9,7,8,0,0,1,10,3,5,1,0,670.0
435,2,2,3,2,1,2,1,1,1,1,2.0,1,1,8,10,1,2,7,2,4,3,0,607.2
436,5,0,3,0,2,1,4,1,1,10,7.0,10,8,10,0,3,2,5,6,10,1,0,709.7
437,3,3,4,4,3,5,4,1,1,5,2.0,5,2,7,0,10,2,5,1,7,2,0,641.8
438,1,5,5,5,3,10,1,5,1,0,1.0,5,2,8,10,4,2,10,2,3,2,0,636.9
439,3,1,3,7,8,8,7,4,2,8,10.0,5,5,5,2,2,2,10,8,10,4,1,719.6
440,5,2,5,1,6,1,2,3,2,8,1.0,3,3,8,0,4,2,10,0,10,4,0,658.6
441,4,4,7,7,5,10,4,3,2,8,6.0,3,3,8,0,3,1,2,1,7,1,1,655.2
442,4,2,5,5,10,3,4,5,1,5,3.0,5,3,6,0,1,2,8,3,10,4,0,704.5
444,5,2,5,7,4,1,5,0,1,7,1.0,3,0,9,0,0,2,0,2,7,4,1,660.5
445,2,3,2,10,10,10,3,5,2,6,1.0,1,0,6,0,2,1,6,0,10,3,1,649.3
446,4,1,3,6,1,10,2,1,2,8,2.0,6,6,9,0,1,2,2,3,9,3,1,673.0
448,2,4,3,1,4,7,2,4,2,0,2.0,5,0,7,4,5,2,4,6,7,4,1,619.7
450,5,2,10,6,5,9,4,1,1,2,1.0,10,2,8,0,1,2,10,4,10,3,0,714.4
451,5,3,4,2,1,4,4,1,2,9,2.0,10,2,6,0,0,2,4,2,3,3,1,647.7
452,2,4,4,3,0,3,1,5,2,7,4.0,3,0,8,0,10,2,3,0,0,3,1,600.8
453,3,4,4,10,5,10,4,5,2,8,1.0,3,9,8,0,1,2,5,1,7,4,0,685.8
454,4,0,10,8,6,5,3,2,1,10,3.0,5,5,8,0,0,2,7,7,5,2,1,723.6
455,4,3,10,5,6,4,6,5,1,8,1.0,6,3,8,10,1,2,5,1,10,1,1,689.8
456,4,1,2,5,2,4,3,1,2,5,0.0,2,3,7,5,7,2,5,1,4,1,1,612.3
457,5,2,8,10,8,10,6,0,1,10,8.0,2,1,8,0,1,2,10,8,10,2,1,740.0
458,1,5,3,7,3,10,1,1,1,5,1.0,4,5,6,10,10,2,5,1,1,2,0,607.4
459,5,3,8,3,2,2,1,0,1,2,1.0,2,0,7,0,2,2,4,1,3,4,1,627.6
460,3,2,3,9,10,10,4,1,1,4,7.0,6,7,7,2,1,2,9,7,5,3,1,715.1
461,4,1,10,10,7,4,3,5,1,5,2.0,1,5,8,0,1,2,8,1,7,3,1,709.2
462,5,5,9,2,9,4,6,3,1,5,5.0,6,5,8,0,5,2,7,7,9,2,1,705.1
463,3,5,2,3,2,10,3,0,2,8,2.0,2,0,6,10,8,2,4,0,2,3,1,583.2
464,2,1,2,5,0,10,1,2,2,2,0.0,3,0,7,0,2,2,2,1,4,4,0,615.9
465,2,3,10,6,10,2,10,0,2,6,3.0,3,6,10,0,1,2,10,4,10,2,0,694.7
466,2,1,10,10,10,10,2,0,2,10,1.0,6,3,10,0,0,2,7,7,10,3,0,714.0
467,5,2,5,10,10,3,4,3,1,4,3.0,8,3,7,4,1,2,8,3,8,3,1,705.3
468,3,3,3,2,0,0,7,4,1,5,5.0,7,3,6,0,0,1,7,1,2,3,0,642.0
469,4,2,8,4,0,6,0,0,2,4,1.0,3,0,7,3,1,1,2,1,6,2,0,600.6
470,5,4,2,10,10,3,3,1,1,5,0.0,8,0,7,6,8,1,5,0,0,3,1,620.3
471,5,1,5,10,10,4,10,5,1,9,3.0,10,2,8,0,1,2,10,4,8,3,1,751.8
472,5,0,3,2,10,4,3,0,1,5,1.0,4,10,8,5,0,1,4,2,8,1,0,663.9
473,3,3,10,10,8,10,10,3,1,8,3.0,5,5,5,8,1,2,10,3,3,2,0,711.1
474,2,3,1,10,5,10,2,2,2,8,2.0,5,1,7,0,4,1,4,1,4,3,1,628.2
475,1,2,3,10,5,10,10,3,1,8,10.0,6,10,7,0,1,1,10,5,9,1,0,727.0
476,0,5,4,5,3,2,1,0,2,10,1.0,1,0,3,10,7,2,5,1,2,2,1,563.7
477,5,2,8,3,10,10,10,5,1,8,10.0,10,3,7,0,3,2,10,3,10,3,1,760.1
478,2,2,0,1,10,0,7,2,1,8,6.0,10,1,7,5,1,2,5,2,3,3,0,663.2
479,4,1,6,5,6,10,2,2,1,7,2.0,4,5,7,0,1,2,10,1,10,4,1,706.2
480,4,4,9,6,1,7,2,1,1,8,1.0,6,2,7,0,3,2,6,1,4,4,0,664.1
481,5,2,7,10,4,10,3,3,1,6,2.0,8,2,8,1,2,1,4,3,3,2,1,681.7
482,4,3,7,1,0,1,0,0,2,2,2.0,3,0,8,0,2,1,0,2,6,3,0,583.8
483,3,3,0,0,2,4,1,2,1,0,3.0,10,0,6,0,2,2,3,1,1,3,0,620.5
484,3,2,3,7,3,4,2,3,1,2,1.0,3,4,7,7,6,2,3,2,2,1,1,627.8
485,1,2,4,4,3,2,1,0,1,8,0.0,2,5,7,0,1,2,3,5,3,3,1,637.8
486,2,3,5,10,10,7,3,4,1,4,2.0,10,4,7,0,1,2,2,1,6,3,1,693.8
488,2,2,8,6,3,5,5,0,1,6,1.0,3,1,9,0,1,1,2,1,3,2,1,635.0
489,5,2,4,5,3,10,2,5,1,8,2.0,8,4,9,4,1,2,10,3,7,2,0,710.8
490,1,3,5,1,3,4,2,1,2,1,1.0,1,5,7,0,10,1,10,2,10,3,0,596.8
491,2,4,5,3,7,8,4,1,2,9,2.0,3,5,7,10,6,2,10,3,5,3,0,636.3
494,5,0,10,8,10,6,2,5,2,8,2.0,2,1,8,0,2,2,5,5,9,4,0,706.0
495,5,2,3,4,2,4,7,4,1,4,6.0,10,5,5,7,3,2,8,5,4,2,1,684.9
496,2,0,0,1,1,10,0,0,1,0,0.0,4,0,8,0,0,2,0,0,1,1,0,612.9
497,5,3,10,7,3,4,8,2,1,8,5.0,10,1,8,0,1,2,10,6,9,3,1,728.0
498,2,2,8,10,10,10,3,2,2,8,4.0,7,4,5,0,2,2,10,2,10,3,1,704.7
499,2,2,3,10,10,6,5,3,1,8,3.0,5,10,8,0,1,1,4,5,10,4,1,703.2
500,4,1,6,6,10,10,6,4,1,9,7.0,9,7,7,0,0,2,8,4,10,4,1,756.5
501,5,3,5,10,10,10,0,5,2,5,2.0,2,10,8,10,0,2,4,0,1,3,0,666.9
502,4,1,1,10,7,5,4,2,2,0,5.0,1,1,8,7,1,1,10,4,1,4,0,629.3
503,2,2,3,1,10,3,5,2,1,4,1.0,2,2,7,10,9,2,3,0,4,3,1,614.0
504,5,3,4,7,7,3,2,2,2,2,1.0,3,2,9,0,1,2,7,4,10,4,1,662.2
505,4,3,10,10,7,4,3,3,1,8,1.0,7,1,8,0,3,2,7,2,10,4,1,705.3
506,5,3,6,8,10,10,5,5,1,7,1.0,5,10,6,10,2,2,10,2,10,3,1,719.8
507,3,2,4,3,2,10,4,2,1,3,1.0,10,1,5,0,5,2,5,1,5,1,0,657.7
508,1,0,6,4,1,10,0,2,2,2,0.0,8,1,5,0,0,2,1,0,10,2,0,638.6
509,2,1,5,5,5,8,8,3,2,5,8.0,2,10,8,2,1,2,8,2,5,2,0,689.0
510,3,3,10,10,10,5,2,1,1,2,0.0,1,0,9,0,10,1,5,2,10,2,0,644.8
511,4,3,5,4,4,4,2,1,1,6,1.0,7,1,7,5,2,1,10,6,8,2,0,652.4
512,2,4,4,9,1,10,2,0,1,4,1.0,4,2,7,1,5,1,3,2,6,2,1,622.9
513,2,1,3,1,1,2,6,0,2,7,0.0,3,5,7,2,1,2,3,4,7,2,0,627.8
514,5,2,1,10,10,8,9,5,1,8,3.0,5,10,7,7,5,1,10,6,10,3,0,718.3
515,3,5,4,4,2,4,4,5,1,8,7.0,10,5,8,10,3,2,2,3,3,1,1,661.7
516,5,3,6,5,6,4,2,2,2,6,2.0,6,5,6,1,0,2,6,5,5,3,0,667.3
517,5,2,10,3,2,10,2,1,1,8,3.0,4,1,7,10,2,2,3,3,8,2,1,665.4
518,1,1,5,10,6,10,10,5,2,6,10.0,10,10,8,2,3,2,10,10,10,1,0,751.8
519,2,4,4,2,1,2,3,0,1,4,3.0,5,2,6,3,3,2,2,4,4,2,0,617.8
520,0,1,9,10,6,10,6,5,2,7,7.0,8,6,8,1,1,2,10,8,10,1,0,736.1
522,2,5,5,5,8,7,6,2,2,4,4.0,8,0,7,3,5,1,5,1,3,2,0,620.3
523,0,4,1,2,3,2,2,0,1,5,2.0,2,1,8,9,10,2,8,2,8,1,0,595.5
524,3,2,10,10,7,5,10,5,1,8,5.0,3,5,6,2,2,2,10,4,10,1,1,734.7
525,4,3,1,8,10,10,2,0,2,9,1.0,2,1,8,0,4,2,6,2,4,3,1,651.6
526,3,3,2,4,2,3,4,4,1,8,4.0,3,4,7,10,10,2,10,4,7,3,0,648.2
527,1,2,4,7,2,4,4,0,1,7,1.0,1,2,8,3,7,2,10,0,5,2,1,636.1
528,3,5,3,5,5,3,10,1,1,10,10.0,8,10,5,0,2,1,5,10,10,1,0,699.8
529,2,3,3,3,1,10,1,1,2,6,3.0,8,1,8,0,1,2,4,2,6,4,0,640.9
530,3,3,10,6,10,10,1,4,2,4,0.0,7,2,8,0,3,2,5,1,7,3,1,676.4
531,2,2,4,7,4,6,3,2,1,9,5.0,8,5,8,2,4,2,5,5,6,1,0,688.5
532,5,3,5,10,10,10,4,5,1,9,2.0,10,5,7,0,1,2,10,3,10,4,0,748.2
533,4,3,1,3,10,10,5,2,2,7,6.0,10,2,9,10,7,2,10,3,2,2,0,661.9
534,4,2,7,8,10,10,5,5,1,6,3.0,3,10,6,7,3,1,8,10,10,4,1,716.0
535,5,0,8,10,10,10,10,5,2,10,10.0,6,10,8,4,0,2,10,8,10,3,0,778.2
536,3,1,10,8,3,6,5,1,1,9,7.0,10,10,8,0,0,2,2,10,6,2,0,734.8
537,2,1,10,10,10,10,10,4,2,8,7.0,5,5,5,2,0,2,10,8,5,4,1,734.9
538,1,2,1,3,2,8,3,1,1,3,2.0,3,1,8,2,2,1,6,3,2,2,0,616.1
539,4,1,0,4,3,10,3,1,1,10,6.0,9,0,7,2,0,2,5,5,10,4,1,697.0
540,4,4,10,10,4,10,6,4,2,8,3.0,4,5,6,4,7,2,5,4,4,2,0,675.4
541,4,1,8,4,10,5,10,5,2,3,5.0,5,10,7,0,7,2,10,5,10,3,1,718.3
542,4,3,1,4,5,4,1,3,1,7,6.0,7,1,8,0,1,1,3,5,7,3,0,659.4
543,5,0,0,0,0,3,0,0,2,7,0.0,7,10,7,0,0,1,2,1,10,2,0,626.9
544,1,2,2,3,3,6,3,1,2,3,1.0,4,1,8,3,2,2,2,2,1,2,0,604.4
545,2,3,10,10,10,10,10,5,1,5,5.0,10,10,8,0,1,2,10,5,5,3,1,760.3
546,2,1,6,5,4,10,2,1,1,8,4.0,2,5,7,0,1,2,5,7,5,3,1,687.1
547,2,3,4,10,8,6,8,2,1,5,2.0,4,6,7,4,1,2,10,0,3,3,1,682.4
