,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE,ACHIEVEMENT
259,5,2,10,10,10,10,5,1,7,10.0,5,5,7,8,1,2,10,10,10,3,1,769.3,10
260,2,3,3,3,3,6,1,1,1,2.0,3,0,6,5,2,2,6,1,3,3,1,620.8,4
261,1,5,0,4,2,10,3,2,3,5.0,1,0,4,5,2,1,10,8,3,2,1,601.3,2
262,5,2,9,10,10,10,5,2,10,10.0,8,10,5,5,1,2,10,10,10,4,1,771.2,10
263,4,2,5,4,10,5,5,2,7,1.0,8,0,7,0,4,2,4,1,10,4,1,671.3,1
264,4,5,5,8,2,7,0,1,5,1.0,2,1,7,5,0,2,3,3,10,2,0,649.7,4
265,1,4,1,5,6,3,3,2,3,1.0,5,2,5,10,4,2,10,1,3,2,0,600.6,1
266,4,2,4,3,10,10,0,1,10,0.0,8,10,7,0,7,2,5,2,10,3,1,700.2,4
267,4,2,1,4,0,4,0,1,10,0.0,10,0,6,0,1,2,2,0,7,3,1,646.0,1
268,0,1,2,5,3,7,2,2,5,7.0,3,0,7,0,5,2,3,6,6,3,1,636.3,2
269,2,3,3,8,6,10,5,1,7,1.0,2,2,6,0,2,2,6,0,10,2,1,681.8,3
270,3,1,5,9,9,10,4,2,5,9.0,5,3,5,10,1,2,7,9,5,3,0,699.2,8
271,4,4,10,5,5,7,5,2,6,1.0,2,5,6,0,2,1,4,3,3,4,1,642.7,2
272,3,3,1,4,2,10,5,1,3,2.0,7,8,5,3,0,1,6,2,7,2,1,665.6,6
273,5,0,10,6,5,6,1,2,5,1.0,5,2,6,0,1,2,5,10,7,4,0,684.1,2
274,2,3,10,10,4,6,1,2,1,2.0,6,3,6,7,5,2,7,2,8,3,0,641.8,3
275,1,4,0,1,10,10,5,2,5,4.0,1,1,8,5,1,2,2,5,1,4,1,627.6,2
276,3,5,5,2,10,10,5,1,7,3.0,5,0,5,0,4,1,10,1,10,3,0,673.7,5
277,1,4,10,4,10,6,1,2,8,1.0,3,8,7,0,1,2,10,3,5,4,0,682.2,10
278,1,3,2,3,1,5,4,2,5,0.0,1,1,6,7,4,2,2,0,1,3,1,579.6,0
279,5,2,3,5,5,2,5,2,0,3.0,3,0,7,0,0,2,5,4,10,4,1,656.7,2
280,5,2,2,2,1,2,0,1,8,4.0,5,2,8,0,2,1,8,4,10,1,1,655.6,4
281,5,2,10,6,5,6,0,1,6,8.0,8,3,9,0,10,2,5,6,10,1,0,709.1,7
282,5,5,2,3,1,1,0,2,1,1.0,5,1,9,5,8,1,1,0,2,2,1,553.8,0
283,3,4,2,4,1,7,2,2,3,3.0,7,3,8,5,4,2,7,0,10,2,1,630.5,1
284,2,1,10,8,10,6,2,1,8,7.0,6,3,8,0,3,2,8,4,2,1,1,710.2,3
285,3,1,10,10,10,7,5,1,8,5.0,8,10,5,8,1,2,10,4,10,3,1,754.2,10
286,3,3,8,6,4,10,2,2,4,3.0,6,2,6,0,1,1,10,1,7,3,1,657.1,5
287,2,5,3,4,3,10,0,1,9,3.0,10,2,6,8,9,1,2,2,4,2,1,610.3,2
288,1,3,1,0,0,2,1,2,1,0.0,1,0,7,10,7,2,2,0,10,2,0,556.0,1
289,4,5,4,1,3,10,0,2,0,1.0,5,0,6,10,10,1,0,0,7,2,0,554.9,0
290,3,1,10,2,10,5,5,2,7,4.0,2,1,6,0,0,2,4,4,10,3,0,683.5,2
291,5,2,10,3,6,6,2,1,10,2.0,10,5,8,1,7,2,10,5,10,2,1,721.2,5
292,2,3,7,6,5,10,3,2,9,5.0,4,2,7,0,1,2,4,4,3,2,0,668.8,3
293,2,2,10,5,2,10,1,2,7,3.0,5,5,7,5,5,1,1,5,10,3,0,638.4,2
294,5,5,5,2,2,0,2,2,5,1.0,2,1,6,10,7,1,3,0,2,2,1,559.4,2
295,2,4,4,3,0,10,1,1,6,3.0,7,10,8,7,2,2,10,2,7,3,0,679.8,9
296,2,1,3,2,3,1,2,2,4,2.0,5,3,5,2,0,2,7,5,4,2,0,632.9,3
297,5,3,10,10,6,10,1,1,8,2.0,6,2,8,5,1,2,10,10,6,3,1,722.1,5
298,5,2,3,2,10,6,4,2,3,3.0,1,10,7,10,0,2,10,2,10,4,1,683.5,10
299,4,3,8,5,10,7,2,1,9,4.0,7,5,5,7,3,2,10,1,3,2,1,691.1,5
300,3,0,3,10,2,3,1,1,8,2.0,9,7,7,0,1,2,7,7,5,3,0,702.1,4
301,4,3,10,10,10,10,5,1,10,4.0,7,10,7,0,3,2,10,1,10,4,1,764.6,10
302,4,2,3,5,2,4,5,1,8,2.0,8,2,7,0,0,2,10,1,10,4,0,701.9,5
303,5,5,5,5,5,5,5,2,5,5.0,5,5,5,5,5,2,5,5,5,3,0,656.7,5
304,3,3,3,10,10,10,5,2,8,5.0,2,5,5,0,5,2,10,4,6,4,1,703.7,10
305,2,3,7,6,3,10,4,2,9,1.0,2,5,7,10,1,2,4,1,7,2,1,648.0,3
306,5,1,4,5,10,3,3,1,3,1.0,7,1,7,0,0,2,9,1,4,4,1,683.0,1
307,1,1,10,5,1,5,1,1,5,1.0,3,1,8,10,0,2,3,1,6,2,0,643.3,6
308,3,4,3,10,5,4,2,2,9,2.0,2,2,9,0,0,1,10,2,5,3,0,643.3,2
309,1,2,4,7,8,8,5,2,9,8.0,3,4,7,1,1,2,6,1,7,3,1,682.2,2
310,4,3,10,5,2,2,1,1,5,1.0,2,7,7,0,10,2,5,1,5,3,1,646.3,3
311,3,3,1,6,4,3,2,1,4,2.0,5,1,5,10,2,2,10,1,2,3,0,626.1,1
312,1,2,6,8,3,3,2,2,4,1.0,2,1,9,3,1,2,2,1,7,2,1,622.9,0
313,5,4,3,5,8,5,1,2,5,1.0,4,3,7,10,5,1,9,3,10,3,1,633.1,9
314,1,3,4,5,6,3,0,2,6,7.0,4,1,8,0,7,1,3,2,3,3,0,609.5,6
315,1,4,0,10,10,10,5,2,0,0.0,10,0,6,10,4,2,4,0,0,3,1,625.6,6
316,4,5,1,2,10,10,5,2,4,2.0,10,5,8,10,1,2,3,3,3,3,1,656.6,6
317,2,4,10,4,10,10,1,2,8,2.0,4,2,8,0,4,2,10,1,3,3,0,663.9,3
318,5,2,7,7,10,3,0,1,2,2.0,9,10,9,0,1,1,10,1,7,3,1,704.2,10
319,3,3,7,2,10,4,2,1,3,2.0,6,4,8,0,4,2,4,2,6,3,0,666.0,2
320,1,2,0,5,2,10,1,1,8,3.0,8,0,7,6,4,2,4,4,3,4,0,642.4,2
321,3,1,3,7,6,10,1,2,6,6.0,8,5,7,0,4,2,3,7,7,3,1,686.6,5
322,3,1,4,2,2,6,2,1,7,0.0,6,3,9,0,0,2,2,0,6,4,0,659.4,1
323,5,3,10,10,6,10,1,1,8,2.0,6,2,8,5,1,2,10,10,6,3,1,722.1,5
324,3,1,0,1,1,1,1,1,9,1.0,5,0,7,10,0,2,0,8,5,4,0,621.4,0
325,3,3,10,7,10,10,5,1,5,7.0,9,7,7,0,7,2,5,7,10,3,1,731.0,1
326,1,3,10,10,0,10,1,1,6,1.0,10,1,8,0,2,1,1,1,10,2,0,663.4,4
327,2,3,3,8,5,4,2,1,7,5.0,4,4,7,0,2,1,5,8,4,1,1,667.1,7
328,2,5,1,3,5,2,0,2,5,4.0,4,2,8,0,1,1,1,1,3,3,1,585.7,1
329,3,2,6,2,2,3,1,1,4,1.0,5,5,8,0,3,1,6,2,1,3,1,626.7,1
330,2,5,2,1,2,5,5,2,4,2.0,4,1,6,0,3,1,5,1,3,2,1,597.2,3
331,3,2,0,1,3,5,4,1,10,8.0,4,2,8,6,3,2,5,3,9,2,1,675.8,7
332,5,1,5,5,6,3,3,1,10,6.0,10,10,8,0,0,2,4,5,3,4,1,729.7,8
333,5,3,10,10,4,2,3,1,7,4.0,6,0,8,0,1,2,10,2,7,3,1,703.4,3
334,3,4,7,6,8,3,0,1,5,2.0,8,3,6,5,6,2,3,4,10,2,1,655.8,2
335,2,2,4,5,2,2,2,1,3,3.0,5,1,8,0,2,1,5,1,4,2,0,625.0,1
336,0,1,10,6,0,5,0,2,2,0.0,3,1,7,0,1,2,5,1,10,2,0,626.1,0
337,2,4,10,4,3,6,2,1,6,3.0,5,0,7,0,0,1,4,5,4,2,1,653.7,6
338,5,0,1,1,1,10,0,1,10,5.0,5,5,10,0,0,2,6,10,10,2,0,724.0,10
339,2,2,10,5,4,5,1,1,3,4.0,6,0,7,4,4,2,6,9,5,2,0,670.9,5
340,5,0,1,10,10,10,5,2,8,5.0,6,6,6,10,1,2,3,1,5,3,1,699.6,10
341,5,1,2,2,1,3,0,2,9,3.0,6,5,7,0,2,2,3,0,4,2,1,635.2,1
342,2,4,10,10,5,4,5,1,3,1.0,4,0,6,2,10,1,10,7,5,3,1,655.0,5
343,5,3,10,6,2,3,1,1,8,1.0,5,0,7,0,1,1,5,1,10,2,0,657.1,2
344,2,3,2,4,2,3,1,2,5,2.0,5,3,9,5,2,1,6,3,7,2,0,611.6,4
345,2,4,10,8,5,10,5,2,6,1.0,2,0,8,4,1,2,10,1,7,3,0,672.0,5
346,2,2,2,3,3,2,3,2,2,1.0,1,0,5,0,4,1,4,2,2,3,0,584.5,4
347,4,4,10,3,5,6,5,1,6,1.0,10,2,8,0,4,1,7,1,10,4,1,685.5,6
348,4,4,1,2,0,4,0,2,2,1.0,2,3,6,5,10,1,2,0,3,3,0,550.9,2
349,1,2,2,2,6,1,1,2,2,1.0,2,0,6,1,3,2,6,2,6,3,0,603.6,2
350,5,1,3,5,5,5,4,1,6,0.0,8,5,7,0,0,2,3,2,5,3,1,686.6,2
351,3,2,5,10,8,10,5,2,6,1.0,7,5,6,0,5,2,10,3,5,3,1,696.4,5
352,5,2,3,4,4,7,2,1,5,2.0,10,1,7,0,5,2,2,3,7,2,0,670.0,2
353,4,3,2,7,4,4,1,2,8,1.0,6,2,7,5,7,2,2,0,7,4,1,618.2,0
354,3,2,5,10,8,10,4,2,3,3.0,5,3,7,0,0,2,4,3,3,4,1,684.3,7
355,3,2,10,3,3,3,2,1,6,1.0,2,3,8,0,2,2,3,3,6,2,1,665.2,5
356,4,1,10,5,4,5,3,1,7,1.0,8,2,9,0,4,2,3,5,10,2,0,700.6,3
357,4,3,2,4,10,6,3,2,4,5.0,3,1,7,10,5,2,10,10,7,4,1,656.7,3
358,4,3,6,8,8,8,3,1,7,8.0,10,3,7,3,4,2,10,8,10,1,1,741.4,10
359,2,2,8,4,1,4,0,2,5,7.0,2,0,7,0,2,1,4,8,9,3,0,627.6,1
360,3,2,0,8,5,6,0,1,6,5.0,1,5,5,10,5,1,5,0,3,3,0,611.7,3
361,2,3,10,3,0,5,0,1,7,3.0,8,1,6,6,0,2,1,4,7,2,0,645.6,1
362,4,1,10,10,6,3,5,2,8,5.0,4,3,7,3,2,2,10,4,7,2,1,704.5,5
363,4,4,10,3,3,10,1,1,6,1.0,6,5,7,0,1,2,10,1,4,2,1,684.5,4
364,4,2,10,4,9,4,0,1,10,2.0,10,3,8,10,3,2,10,5,10,2,0,699.1,3
365,5,3,3,2,4,5,0,1,6,4.0,10,2,7,0,3,2,10,1,7,3,0,671.7,1
366,4,2,8,8,3,10,2,1,9,6.0,4,0,8,0,2,1,5,7,10,2,0,694.5,3
367,1,5,1,3,2,3,1,1,1,3.0,1,0,7,10,2,1,4,3,10,1,0,596.8,10
368,5,3,7,1,3,1,5,1,9,2.0,5,2,7,0,0,2,6,4,10,3,1,691.1,4
369,1,3,9,6,1,1,0,2,9,1.0,7,0,9,0,1,2,1,2,10,2,1,640.9,4
370,2,5,4,4,5,7,0,2,10,4.0,10,10,7,10,3,2,10,1,4,3,0,661.5,10
371,3,2,6,10,4,2,3,2,5,1.0,1,1,6,8,3,1,10,1,10,3,0,622.1,1
372,5,2,10,10,10,10,2,1,7,2.0,8,7,7,0,3,2,10,5,10,2,1,747.8,5
373,5,2,5,7,2,3,2,1,4,2.0,7,5,9,0,0,1,10,2,10,2,1,690.2,8
374,3,4,8,3,5,8,2,1,9,5.0,3,8,8,6,1,2,5,6,8,3,1,694.3,6
375,0,3,0,2,2,1,1,2,0,0.0,1,0,10,0,7,1,3,0,5,2,1,551.5,0
376,4,3,6,7,2,4,1,1,5,2.0,6,0,7,0,10,1,10,2,7,2,0,645.4,6
377,5,1,2,4,10,10,5,2,10,7.0,4,3,8,0,0,2,1,3,7,4,1,697.9,2
378,3,4,2,1,10,4,5,2,7,1.0,5,2,6,0,1,1,10,1,5,2,1,633.1,0
379,4,0,3,10,10,10,3,2,7,3.0,4,10,7,0,0,2,10,7,10,4,0,738.5,8
380,2,2,8,2,2,9,3,1,6,2.0,6,0,6,0,7,2,2,0,2,3,0,641.8,2
381,2,4,10,5,1,3,0,2,5,1.0,1,0,7,0,1,1,4,0,10,3,0,603.6,2
382,0,4,10,9,10,10,5,1,10,5.0,2,0,8,0,2,2,7,3,7,4,1,706.0,3
383,5,3,5,10,8,10,3,2,6,2.0,10,2,7,5,5,2,10,2,7,3,1,687.0,3
384,2,4,0,7,3,1,5,2,8,0.0,5,10,4,0,1,2,3,1,7,4,1,637.8,0
385,4,2,5,3,5,2,1,1,2,5.0,5,2,6,10,0,1,10,6,10,4,1,651.8,5
386,2,2,10,4,1,10,1,2,8,0.0,4,0,5,0,10,1,10,0,5,3,1,614.0,1
387,1,3,2,3,8,3,5,1,9,2.0,1,0,8,6,1,2,10,1,3,2,1,649.7,2
388,1,3,2,3,8,3,4,1,9,2.0,1,0,8,6,0,2,10,1,2,2,1,648.0,3
389,5,2,7,6,4,10,0,1,7,5.0,10,10,7,2,0,2,6,4,8,4,0,722.7,5
390,4,1,7,10,5,8,5,1,3,2.0,9,10,7,0,0,2,6,1,10,4,1,731.0,4
391,4,2,6,4,4,8,5,1,6,1.0,8,1,8,0,1,2,8,1,5,4,0,690.2,1
392,4,2,5,3,10,9,3,2,5,1.0,6,2,8,0,1,2,5,1,9,4,1,674.5,2
393,5,2,6,6,3,7,2,1,5,4.0,7,2,8,0,0,2,10,7,7,2,1,713.8,6
394,2,4,5,6,7,7,4,2,6,4.0,5,3,7,6,7,2,5,6,6,3,0,657.1,7
395,3,3,2,5,2,3,1,2,10,5.0,3,8,7,5,2,2,3,10,5,3,0,658.4,8
396,3,1,8,10,7,10,2,1,9,2.0,9,6,7,0,0,2,10,2,8,4,1,739.5,7
397,1,5,2,10,5,6,3,1,3,3.0,5,0,6,5,2,2,5,1,10,2,1,651.8,5
398,1,5,5,5,6,5,2,1,2,2.0,4,2,5,5,3,2,5,1,10,2,1,634.4,2
399,5,1,10,9,5,5,2,1,0,2.0,10,3,9,0,1,2,10,2,10,2,1,714.6,2
400,5,1,5,10,10,5,5,1,10,8.0,10,10,8,0,0,2,5,8,10,4,1,780.7,10
401,4,1,0,7,3,10,5,2,0,4.0,1,10,9,0,0,2,10,5,10,4,1,700.9,6
402,5,0,10,10,10,10,5,1,10,6.0,10,10,4,0,0,2,10,3,10,4,1,781.6,5
403,5,1,10,10,10,10,5,1,10,8.0,10,10,6,0,0,2,10,6,10,4,1,799.0,10
404,3,1,1,10,10,8,2,1,9,5.0,8,10,8,0,0,2,4,10,6,3,0,734.4,3
405,3,4,4,3,5,2,2,1,8,1.0,5,1,8,0,1,1,4,0,2,3,1,628.4,4
406,4,1,5,4,5,8,3,1,4,3.0,2,1,7,0,0,2,5,3,7,4,1,678.6,2
407,5,4,5,5,6,8,3,1,4,1.0,8,1,6,5,4,2,10,1,10,4,0,681.3,5
408,1,3,10,10,5,10,0,2,5,3.0,8,10,6,3,7,2,10,5,8,3,0,693.2,10
409,4,1,1,6,8,10,3,2,7,3.0,7,2,7,0,4,2,0,1,2,3,1,659.2,4
410,1,4,2,5,0,1,0,2,4,2.0,5,2,6,0,0,1,9,3,10,2,0,607.6,3
411,4,2,5,5,10,3,5,1,5,3.0,5,3,6,0,1,2,8,3,10,4,0,704.5,4
412,3,1,10,9,9,5,5,1,8,1.0,2,3,8,0,2,2,2,2,5,2,1,699.2,4
413,3,1,10,7,4,3,4,1,6,1.0,1,3,7,0,2,2,3,1,4,2,1,671.6,4
414,5,3,1,3,7,7,4,1,7,1.0,9,4,7,7,3,2,10,8,10,4,1,707.2,8
415,5,1,10,8,4,6,2,1,8,2.0,4,2,7,0,0,1,5,1,7,3,0,680.7,3
416,4,1,0,10,0,10,0,2,7,4.0,9,7,8,0,0,1,10,3,5,1,0,670.0,3
417,2,2,3,2,1,2,1,1,1,2.0,1,1,8,10,1,2,7,2,4,3,0,607.2,1
418,5,0,3,0,2,1,1,1,10,7.0,10,8,10,0,3,2,5,6,10,1,0,709.7,4
419,3,3,4,4,3,5,1,1,5,2.0,5,2,7,0,10,2,5,1,7,2,0,641.8,4
420,1,5,5,5,3,10,5,1,0,1.0,5,2,8,10,4,2,10,2,3,2,0,636.9,1
421,3,1,3,7,8,8,4,2,8,10.0,5,5,5,2,2,2,10,8,10,4,1,719.6,7
422,5,2,5,1,6,1,3,2,8,1.0,3,3,8,0,4,2,10,0,10,4,0,658.6,2
423,4,4,7,7,5,10,3,2,8,6.0,3,3,8,0,3,1,2,1,7,1,1,655.2,4
424,4,2,5,5,10,3,5,1,5,3.0,5,3,6,0,1,2,8,3,10,4,0,704.5,4
425,5,2,5,7,4,1,0,1,7,1.0,3,0,9,0,0,2,0,2,7,4,1,660.5,5
426,2,3,2,10,10,10,5,2,6,1.0,1,0,6,0,2,1,6,0,10,3,1,649.3,3
427,4,1,3,6,1,10,1,2,8,2.0,6,6,9,0,1,2,2,3,9,3,1,673.0,2
428,2,4,3,1,4,7,4,2,0,2.0,5,0,7,4,5,2,4,6,7,4,1,619.7,2
429,5,2,10,6,5,9,1,1,2,1.0,10,2,8,0,1,2,10,4,10,3,0,714.4,4
430,5,3,4,2,1,4,1,2,9,2.0,10,2,6,0,0,2,4,2,3,3,1,647.7,4
431,2,4,4,3,0,3,5,2,7,4.0,3,0,8,0,10,2,3,0,0,3,1,600.8,1
432,3,4,4,10,5,10,5,2,8,1.0,3,9,8,0,1,2,5,1,7,4,0,685.8,4
433,4,0,10,8,6,5,2,1,10,3.0,5,5,8,0,0,2,7,7,5,2,1,723.6,3
434,4,3,10,5,6,4,5,1,8,1.0,6,3,8,10,1,2,5,1,10,1,1,689.8,6
435,4,1,2,5,2,4,1,2,5,0.0,2,3,7,5,7,2,5,1,4,1,1,612.3,3
436,5,2,8,10,8,10,0,1,10,8.0,2,1,8,0,1,2,10,8,10,2,1,740.0,6
437,1,5,3,7,3,10,1,1,5,1.0,4,5,6,10,10,2,5,1,1,2,0,607.4,1
438,5,3,8,3,2,2,0,1,2,1.0,2,0,7,0,2,2,4,1,3,4,1,627.6,1
439,3,2,3,9,10,10,1,1,4,7.0,6,7,7,2,1,2,9,7,5,3,1,715.1,4
440,4,1,10,10,7,4,5,1,5,2.0,1,5,8,0,1,2,8,1,7,3,1,709.2,3
441,5,5,9,2,9,4,3,1,5,5.0,6,5,8,0,5,2,7,7,9,2,1,705.1,6
442,3,5,2,3,2,10,0,2,8,2.0,2,0,6,10,8,2,4,0,2,3,1,583.2,3
443,2,1,2,5,0,10,2,2,2,0.0,3,0,7,0,2,2,2,1,4,4,0,615.9,1
444,2,3,10,6,10,2,0,2,6,3.0,3,6,10,0,1,2,10,4,10,2,0,694.7,10
445,2,1,10,10,10,10,0,2,10,1.0,6,3,10,0,0,2,7,7,10,3,0,714.0,2
446,5,2,5,10,10,3,3,1,4,3.0,8,3,7,4,1,2,8,3,8,3,1,705.3,4
447,3,3,3,2,0,0,4,1,5,5.0,7,3,6,0,0,1,7,1,2,3,0,642.0,7
448,4,2,8,4,0,6,0,2,4,1.0,3,0,7,3,1,1,2,1,6,2,0,600.6,0
449,5,4,2,10,10,3,1,1,5,0.0,8,0,7,6,8,1,5,0,0,3,1,620.3,3
450,5,1,5,10,10,4,5,1,9,3.0,10,2,8,0,1,2,10,4,8,3,1,751.8,10
451,5,0,3,2,10,4,0,1,5,1.0,4,10,8,5,0,1,4,2,8,1,0,663.9,3
452,3,3,10,10,8,10,3,1,8,3.0,5,5,5,8,1,2,10,3,3,2,0,711.1,10
453,2,3,1,10,5,10,2,2,8,2.0,5,1,7,0,4,1,4,1,4,3,1,628.2,2
454,1,2,3,10,5,10,3,1,8,10.0,6,10,7,0,1,1,10,5,9,1,0,727.0,10
455,0,5,4,5,3,2,0,2,10,1.0,1,0,3,10,7,2,5,1,2,2,1,563.7,1
456,5,2,8,3,10,10,5,1,8,10.0,10,3,7,0,3,2,10,3,10,3,1,760.1,10
457,2,2,0,1,10,0,2,1,8,6.0,10,1,7,5,1,2,5,2,3,3,0,663.2,7
458,4,1,6,5,6,10,2,1,7,2.0,4,5,7,0,1,2,10,1,10,4,1,706.2,2
459,4,4,9,6,1,7,1,1,8,1.0,6,2,7,0,3,2,6,1,4,4,0,664.1,2
460,5,2,7,10,4,10,3,1,6,2.0,8,2,8,1,2,1,4,3,3,2,1,681.7,3
461,4,3,7,1,0,1,0,2,2,2.0,3,0,8,0,2,1,0,2,6,3,0,583.8,0
462,3,3,0,0,2,4,2,1,0,3.0,10,0,6,0,2,2,3,1,1,3,0,620.5,1
463,3,2,3,7,3,4,3,1,2,1.0,3,4,7,7,6,2,3,2,2,1,1,627.8,2
464,1,2,4,4,3,2,0,1,8,0.0,2,5,7,0,1,2,3,5,3,3,1,637.8,1
465,2,3,5,10,10,7,4,1,4,2.0,10,4,7,0,1,2,2,1,6,3,1,693.8,3
466,2,2,8,6,3,5,0,1,6,1.0,3,1,9,0,1,1,2,1,3,2,1,635.0,5
467,5,2,4,5,3,10,5,1,8,2.0,8,4,9,4,1,2,10,3,7,2,0,710.8,2
468,1,3,5,1,3,4,1,2,1,1.0,1,5,7,0,10,1,10,2,10,3,0,596.8,2
469,2,4,5,3,7,8,1,2,9,2.0,3,5,7,10,6,2,10,3,5,3,0,636.3,4
470,5,0,10,8,10,6,5,2,8,2.0,2,1,8,0,2,2,5,5,9,4,0,706.0,2
471,5,2,3,4,2,4,4,1,4,6.0,10,5,5,7,3,2,8,5,4,2,1,684.9,7
472,2,0,0,1,1,10,0,1,0,0.0,4,0,8,0,0,2,0,0,1,1,0,612.9,0
473,5,3,10,7,3,4,2,1,8,5.0,10,1,8,0,1,2,10,6,9,3,1,728.0,8
474,2,2,8,10,10,10,2,2,8,4.0,7,4,5,0,2,2,10,2,10,3,1,704.7,3
475,2,2,3,10,10,6,3,1,8,3.0,5,10,8,0,1,1,4,5,10,4,1,703.2,5
476,4,1,6,6,10,10,4,1,9,7.0,9,7,7,0,0,2,8,4,10,4,1,756.5,6
477,5,3,5,10,10,10,5,2,5,2.0,2,10,8,10,0,2,4,0,1,3,0,666.9,0
478,4,1,1,10,7,5,2,2,0,5.0,1,1,8,7,1,1,10,4,1,4,0,629.3,4
479,2,2,3,1,10,3,2,1,4,1.0,2,2,7,10,9,2,3,0,4,3,1,614.0,5
480,5,3,4,7,7,3,2,2,2,1.0,3,2,9,0,1,2,7,4,10,4,1,662.2,2
481,4,3,10,10,7,4,3,1,8,1.0,7,1,8,0,3,2,7,2,10,4,1,705.3,3
482,5,3,6,8,10,10,5,1,7,1.0,5,10,6,10,2,2,10,2,10,3,1,719.8,5
483,3,2,4,3,2,10,2,1,3,1.0,10,1,5,0,5,2,5,1,5,1,0,657.7,4
484,1,0,6,4,1,10,2,2,2,0.0,8,1,5,0,0,2,1,0,10,2,0,638.6,0
485,2,1,5,5,5,8,3,2,5,8.0,2,10,8,2,1,2,8,2,5,2,0,689.0,8
486,3,3,10,10,10,5,1,1,2,0.0,1,0,9,0,10,1,5,2,10,2,0,644.8,2
487,4,3,5,4,4,4,1,1,6,1.0,7,1,7,5,2,1,10,6,8,2,0,652.4,2
488,2,4,4,9,1,10,0,1,4,1.0,4,2,7,1,5,1,3,2,6,2,1,622.9,2
489,2,1,3,1,1,2,0,2,7,0.0,3,5,7,2,1,2,3,4,7,2,0,627.8,6
490,5,2,1,10,10,8,5,1,8,3.0,5,10,7,7,5,1,10,6,10,3,0,718.3,9
491,3,5,4,4,2,4,5,1,8,7.0,10,5,8,10,3,2,2,3,3,1,1,661.7,4
492,5,3,6,5,6,4,2,2,6,2.0,6,5,6,1,0,2,6,5,5,3,0,667.3,2
493,5,2,10,3,2,10,1,1,8,3.0,4,1,7,10,2,2,3,3,8,2,1,665.4,2
494,1,1,5,10,6,10,5,2,6,10.0,10,10,8,2,3,2,10,10,10,1,0,751.8,10
495,2,4,4,2,1,2,0,1,4,3.0,5,2,6,3,3,2,2,4,4,2,0,617.8,3
496,0,1,9,10,6,10,5,2,7,7.0,8,6,8,1,1,2,10,8,10,1,0,736.1,6
497,2,5,5,5,8,7,2,2,4,4.0,8,0,7,3,5,1,5,1,3,2,0,620.3,6
498,0,4,1,2,3,2,0,1,5,2.0,2,1,8,9,10,2,8,2,8,1,0,595.5,2
499,3,2,10,10,7,5,5,1,8,5.0,3,5,6,2,2,2,10,4,10,1,1,734.7,10
500,4,3,1,8,10,10,0,2,9,1.0,2,1,8,0,4,2,6,2,4,3,1,651.6,2
501,3,3,2,4,2,3,4,1,8,4.0,3,4,7,10,10,2,10,4,7,3,0,648.2,4
502,1,2,4,7,2,4,0,1,7,1.0,1,2,8,3,7,2,10,0,5,2,1,636.1,4
503,3,5,3,5,5,3,1,1,10,10.0,8,10,5,0,2,1,5,10,10,1,0,699.8,10
504,2,3,3,3,1,10,1,2,6,3.0,8,1,8,0,1,2,4,2,6,4,0,640.9,1
505,3,3,10,6,10,10,4,2,4,0.0,7,2,8,0,3,2,5,1,7,3,1,676.4,1
506,2,2,4,7,4,6,2,1,9,5.0,8,5,8,2,4,2,5,5,6,1,0,688.5,3
507,5,3,5,10,10,10,5,1,9,2.0,10,5,7,0,1,2,10,3,10,4,0,748.2,4
508,4,3,1,3,10,10,2,2,7,6.0,10,2,9,10,7,2,10,3,2,2,0,661.9,5
509,4,2,7,8,10,10,5,1,6,3.0,3,10,6,7,3,1,8,10,10,4,1,716.0,5
510,5,0,8,10,10,10,5,2,10,10.0,6,10,8,4,0,2,10,8,10,3,0,778.2,10
511,3,1,10,8,3,6,1,1,9,7.0,10,10,8,0,0,2,2,10,6,2,0,734.8,5
512,2,1,10,10,10,10,4,2,8,7.0,5,5,5,2,0,2,10,8,5,4,1,734.9,10
513,1,2,1,3,2,8,1,1,3,2.0,3,1,8,2,2,1,6,3,2,2,0,616.1,3
514,4,1,0,4,3,10,1,1,10,6.0,9,0,7,2,0,2,5,5,10,4,1,697.0,3
515,4,4,10,10,4,10,4,2,8,3.0,4,5,6,4,7,2,5,4,4,2,0,675.4,6
516,4,1,8,4,10,5,5,2,3,5.0,5,10,7,0,7,2,10,5,10,3,1,718.3,10
517,4,3,1,4,5,4,3,1,7,6.0,7,1,8,0,1,1,3,5,7,3,0,659.4,1
518,5,0,0,0,0,3,0,2,7,0.0,7,10,7,0,0,1,2,1,10,2,0,626.9,0
519,1,2,2,3,3,6,1,2,3,1.0,4,1,8,3,2,2,2,2,1,2,0,604.4,3
520,2,3,10,10,10,10,5,1,5,5.0,10,10,8,0,1,2,10,5,5,3,1,760.3,10
521,2,1,6,5,4,10,1,1,8,4.0,2,5,7,0,1,2,5,7,5,3,1,687.1,2
522,2,3,4,10,8,6,2,1,5,2.0,4,6,7,4,1,2,10,0,3,3,1,682.4,8
