,FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE,DAILY_STRESS
259,5,10,10,10,10,10,5,1,7,10.0,5,5,7,8,1,2,10,10,10,3,1,769.3,2
260,2,3,3,3,6,4,1,1,1,2.0,3,0,6,5,2,2,6,1,3,3,1,620.8,3
261,1,0,4,2,10,2,3,2,3,5.0,1,0,4,5,2,1,10,8,3,2,1,601.3,5
262,5,9,10,10,10,10,5,2,10,10.0,8,10,5,5,1,2,10,10,10,4,1,771.2,2
263,4,5,4,10,5,1,5,2,7,1.0,8,0,7,0,4,2,4,1,10,4,1,671.3,2
264,4,5,8,2,7,4,0,1,5,1.0,2,1,7,5,0,2,3,3,10,2,0,649.7,5
265,1,1,5,6,3,1,3,2,3,1.0,5,2,5,10,4,2,10,1,3,2,0,600.6,4
266,4,4,3,10,10,4,0,1,10,0.0,8,10,7,0,7,2,5,2,10,3,1,700.2,2
267,4,1,4,0,4,1,0,1,10,0.0,10,0,6,0,1,2,2,0,7,3,1,646.0,2
268,0,2,5,3,7,2,2,2,5,7.0,3,0,7,0,5,2,3,6,6,3,1,636.3,1
269,2,3,8,6,10,3,5,1,7,1.0,2,2,6,0,2,2,6,0,10,2,1,681.8,3
270,3,5,9,9,10,8,4,2,5,9.0,5,3,5,10,1,2,7,9,5,3,0,699.2,1
271,4,10,5,5,7,2,5,2,6,1.0,2,5,6,0,2,1,4,3,3,4,1,642.7,4
272,3,1,4,2,10,6,5,1,3,2.0,7,8,5,3,0,1,6,2,7,2,1,665.6,3
273,5,10,6,5,6,2,1,2,5,1.0,5,2,6,0,1,2,5,10,7,4,0,684.1,0
274,2,10,10,4,6,3,1,2,1,2.0,6,3,6,7,5,2,7,2,8,3,0,641.8,3
275,1,0,1,10,10,2,5,2,5,4.0,1,1,8,5,1,2,2,5,1,4,1,627.6,4
276,3,5,2,10,10,5,5,1,7,3.0,5,0,5,0,4,1,10,1,10,3,0,673.7,5
277,1,10,4,10,6,10,1,2,8,1.0,3,8,7,0,1,2,10,3,5,4,0,682.2,4
278,1,2,3,1,5,0,4,2,5,0.0,1,1,6,7,4,2,2,0,1,3,1,579.6,3
279,5,3,5,5,2,2,5,2,0,3.0,3,0,7,0,0,2,5,4,10,4,1,656.7,2
280,5,2,2,1,2,4,0,1,8,4.0,5,2,8,0,2,1,8,4,10,1,1,655.6,2
281,5,10,6,5,6,7,0,1,6,8.0,8,3,9,0,10,2,5,6,10,1,0,709.1,2
282,5,2,3,1,1,0,0,2,1,1.0,5,1,9,5,8,1,1,0,2,2,1,553.8,5
283,3,2,4,1,7,1,2,2,3,3.0,7,3,8,5,4,2,7,0,10,2,1,630.5,4
284,2,10,8,10,6,3,2,1,8,7.0,6,3,8,0,3,2,8,4,2,1,1,710.2,1
285,3,10,10,10,7,10,5,1,8,5.0,8,10,5,8,1,2,10,4,10,3,1,754.2,1
286,3,8,6,4,10,5,2,2,4,3.0,6,2,6,0,1,1,10,1,7,3,1,657.1,3
287,2,3,4,3,10,2,0,1,9,3.0,10,2,6,8,9,1,2,2,4,2,1,610.3,5
288,1,1,0,0,2,1,1,2,1,0.0,1,0,7,10,7,2,2,0,10,2,0,556.0,3
289,4,4,1,3,10,0,0,2,0,1.0,5,0,6,10,10,1,0,0,7,2,0,554.9,5
290,3,10,2,10,5,2,5,2,7,4.0,2,1,6,0,0,2,4,4,10,3,0,683.5,1
291,5,10,3,6,6,5,2,1,10,2.0,10,5,8,1,7,2,10,5,10,2,1,721.2,2
292,2,7,6,5,10,3,3,2,9,5.0,4,2,7,0,1,2,4,4,3,2,0,668.8,3
293,2,10,5,2,10,2,1,2,7,3.0,5,5,7,5,5,1,1,5,10,3,0,638.4,2
294,5,5,2,2,0,2,2,2,5,1.0,2,1,6,10,7,1,3,0,2,2,1,559.4,5
295,2,4,3,0,10,9,1,1,6,3.0,7,10,8,7,2,2,10,2,7,3,0,679.8,4
296,2,3,2,3,1,3,2,2,4,2.0,5,3,5,2,0,2,7,5,4,2,0,632.9,1
297,5,10,10,6,10,5,1,1,8,2.0,6,2,8,5,1,2,10,10,6,3,1,722.1,3
298,5,3,2,10,6,10,4,2,3,3.0,1,10,7,10,0,2,10,2,10,4,1,683.5,2
299,4,8,5,10,7,5,2,1,9,4.0,7,5,5,7,3,2,10,1,3,2,1,691.1,3
300,3,3,10,2,3,4,1,1,8,2.0,9,7,7,0,1,2,7,7,5,3,0,702.1,0
301,4,10,10,10,10,10,5,1,10,4.0,7,10,7,0,3,2,10,1,10,4,1,764.6,3
302,4,3,5,2,4,5,5,1,8,2.0,8,2,7,0,0,2,10,1,10,4,0,701.9,2
303,5,5,5,5,5,5,5,2,5,5.0,5,5,5,5,5,2,5,5,5,3,0,656.7,5
304,3,3,10,10,10,10,5,2,8,5.0,2,5,5,0,5,2,10,4,6,4,1,703.7,3
305,2,7,6,3,10,3,4,2,9,1.0,2,5,7,10,1,2,4,1,7,2,1,648.0,3
306,5,4,5,10,3,1,3,1,3,1.0,7,1,7,0,0,2,9,1,4,4,1,683.0,1
307,1,10,5,1,5,6,1,1,5,1.0,3,1,8,10,0,2,3,1,6,2,0,643.3,1
308,3,3,10,5,4,2,2,2,9,2.0,2,2,9,0,0,1,10,2,5,3,0,643.3,4
309,1,4,7,8,8,2,5,2,9,8.0,3,4,7,1,1,2,6,1,7,3,1,682.2,2
310,4,10,5,2,2,3,1,1,5,1.0,2,7,7,0,10,2,5,1,5,3,1,646.3,3
311,3,1,6,4,3,1,2,1,4,2.0,5,1,5,10,2,2,10,1,2,3,0,626.1,3
312,1,6,8,3,3,0,2,2,4,1.0,2,1,9,3,1,2,2,1,7,2,1,622.9,2
313,5,3,5,8,5,9,1,2,5,1.0,4,3,7,10,5,1,9,3,10,3,1,633.1,4
314,1,4,5,6,3,6,0,2,6,7.0,4,1,8,0,7,1,3,2,3,3,0,609.5,3
315,1,0,10,10,10,6,5,2,0,0.0,10,0,6,10,4,2,4,0,0,3,1,625.6,4
316,4,1,2,10,10,6,5,2,4,2.0,10,5,8,10,1,2,3,3,3,3,1,656.6,5
317,2,10,4,10,10,3,1,2,8,2.0,4,2,8,0,4,2,10,1,3,3,0,663.9,4
318,5,7,7,10,3,10,0,1,2,2.0,9,10,9,0,1,1,10,1,7,3,1,704.2,2
319,3,7,2,10,4,2,2,1,3,2.0,6,4,8,0,4,2,4,2,6,3,0,666.0,3
320,1,0,5,2,10,2,1,1,8,3.0,8,0,7,6,4,2,4,4,3,4,0,642.4,2
321,3,3,7,6,10,5,1,2,6,6.0,8,5,7,0,4,2,3,7,7,3,1,686.6,1
322,3,4,2,2,6,1,2,1,7,0.0,6,3,9,0,0,2,2,0,6,4,0,659.4,1
323,5,10,10,6,10,5,1,1,8,2.0,6,2,8,5,1,2,10,10,6,3,1,722.1,3
324,3,0,1,1,1,0,1,1,9,1.0,5,0,7,10,0,2,0,8,5,4,0,621.4,1
325,3,10,7,10,10,1,5,1,5,7.0,9,7,7,0,7,2,5,7,10,3,1,731.0,3
326,1,10,10,0,10,4,1,1,6,1.0,10,1,8,0,2,1,1,1,10,2,0,663.4,3
327,2,3,8,5,4,7,2,1,7,5.0,4,4,7,0,2,1,5,8,4,1,1,667.1,3
328,2,1,3,5,2,1,0,2,5,4.0,4,2,8,0,1,1,1,1,3,3,1,585.7,5
329,3,6,2,2,3,1,1,1,4,1.0,5,5,8,0,3,1,6,2,1,3,1,626.7,2
330,2,2,1,2,5,3,5,2,4,2.0,4,1,6,0,3,1,5,1,3,2,1,597.2,5
331,3,0,1,3,5,7,4,1,10,8.0,4,2,8,6,3,2,5,3,9,2,1,675.8,2
332,5,5,5,6,3,8,3,1,10,6.0,10,10,8,0,0,2,4,5,3,4,1,729.7,1
333,5,10,10,4,2,3,3,1,7,4.0,6,0,8,0,1,2,10,2,7,3,1,703.4,3
334,3,7,6,8,3,2,0,1,5,2.0,8,3,6,5,6,2,3,4,10,2,1,655.8,4
335,2,4,5,2,2,1,2,1,3,3.0,5,1,8,0,2,1,5,1,4,2,0,625.0,2
336,0,10,6,0,5,0,0,2,2,0.0,3,1,7,0,1,2,5,1,10,2,0,626.1,1
337,2,10,4,3,6,6,2,1,6,3.0,5,0,7,0,0,1,4,5,4,2,1,653.7,4
338,5,1,1,1,10,10,0,1,10,5.0,5,5,10,0,0,2,6,10,10,2,0,724.0,0
339,2,10,5,4,5,5,1,1,3,4.0,6,0,7,4,4,2,6,9,5,2,0,670.9,2
340,5,1,10,10,10,10,5,2,8,5.0,6,6,6,10,1,2,3,1,5,3,1,699.6,0
341,5,2,2,1,3,1,0,2,9,3.0,6,5,7,0,2,2,3,0,4,2,1,635.2,1
342,2,10,10,5,4,5,5,1,3,1.0,4,0,6,2,10,1,10,7,5,3,1,655.0,4
343,5,10,6,2,3,2,1,1,8,1.0,5,0,7,0,1,1,5,1,10,2,0,657.1,3
344,2,2,4,2,3,4,1,2,5,2.0,5,3,9,5,2,1,6,3,7,2,0,611.6,3
345,2,10,8,5,10,5,5,2,6,1.0,2,0,8,4,1,2,10,1,7,3,0,672.0,4
346,2,2,3,3,2,4,3,2,2,1.0,1,0,5,0,4,1,4,2,2,3,0,584.5,2
347,4,10,3,5,6,6,5,1,6,1.0,10,2,8,0,4,1,7,1,10,4,1,685.5,4
348,4,1,2,0,4,2,0,2,2,1.0,2,3,6,5,10,1,2,0,3,3,0,550.9,4
349,1,2,2,6,1,2,1,2,2,1.0,2,0,6,1,3,2,6,2,6,3,0,603.6,2
350,5,3,5,5,5,2,4,1,6,0.0,8,5,7,0,0,2,3,2,5,3,1,686.6,1
351,3,5,10,8,10,5,5,2,6,1.0,7,5,6,0,5,2,10,3,5,3,1,696.4,2
352,5,3,4,4,7,2,2,1,5,2.0,10,1,7,0,5,2,2,3,7,2,0,670.0,2
353,4,2,7,4,4,0,1,2,8,1.0,6,2,7,5,7,2,2,0,7,4,1,618.2,3
354,3,5,10,8,10,7,4,2,3,3.0,5,3,7,0,0,2,4,3,3,4,1,684.3,2
355,3,10,3,3,3,5,2,1,6,1.0,2,3,8,0,2,2,3,3,6,2,1,665.2,2
356,4,10,5,4,5,3,3,1,7,1.0,8,2,9,0,4,2,3,5,10,2,0,700.6,1
357,4,2,4,10,6,3,3,2,4,5.0,3,1,7,10,5,2,10,10,7,4,1,656.7,3
358,4,6,8,8,8,10,3,1,7,8.0,10,3,7,3,4,2,10,8,10,1,1,741.4,3
359,2,8,4,1,4,1,0,2,5,7.0,2,0,7,0,2,1,4,8,9,3,0,627.6,2
360,3,0,8,5,6,3,0,1,6,5.0,1,5,5,10,5,1,5,0,3,3,0,611.7,2
361,2,10,3,0,5,1,0,1,7,3.0,8,1,6,6,0,2,1,4,7,2,0,645.6,3
362,4,10,10,6,3,5,5,2,8,5.0,4,3,7,3,2,2,10,4,7,2,1,704.5,1
363,4,10,3,3,10,4,1,1,6,1.0,6,5,7,0,1,2,10,1,4,2,1,684.5,4
364,4,10,4,9,4,3,0,1,10,2.0,10,3,8,10,3,2,10,5,10,2,0,699.1,2
365,5,3,2,4,5,1,0,1,6,4.0,10,2,7,0,3,2,10,1,7,3,0,671.7,3
366,4,8,8,3,10,3,2,1,9,6.0,4,0,8,0,2,1,5,7,10,2,0,694.5,2
367,1,1,3,2,3,10,1,1,1,3.0,1,0,7,10,2,1,4,3,10,1,0,596.8,5
368,5,7,1,3,1,4,5,1,9,2.0,5,2,7,0,0,2,6,4,10,3,1,691.1,3
369,1,9,6,1,1,4,0,2,9,1.0,7,0,9,0,1,2,1,2,10,2,1,640.9,3
370,2,4,4,5,7,10,0,2,10,4.0,10,10,7,10,3,2,10,1,4,3,0,661.5,5
371,3,6,10,4,2,1,3,2,5,1.0,1,1,6,8,3,1,10,1,10,3,0,622.1,2
372,5,10,10,10,10,5,2,1,7,2.0,8,7,7,0,3,2,10,5,10,2,1,747.8,2
373,5,5,7,2,3,8,2,1,4,2.0,7,5,9,0,0,1,10,2,10,2,1,690.2,2
374,3,8,3,5,8,6,2,1,9,5.0,3,8,8,6,1,2,5,6,8,3,1,694.3,4
375,0,0,2,2,1,0,1,2,0,0.0,1,0,10,0,7,1,3,0,5,2,1,551.5,3
376,4,6,7,2,4,6,1,1,5,2.0,6,0,7,0,10,1,10,2,7,2,0,645.4,3
377,5,2,4,10,10,2,5,2,10,7.0,4,3,8,0,0,2,1,3,7,4,1,697.9,1
378,3,2,1,10,4,0,5,2,7,1.0,5,2,6,0,1,1,10,1,5,2,1,633.1,4
379,4,3,10,10,10,8,3,2,7,3.0,4,10,7,0,0,2,10,7,10,4,0,738.5,0
380,2,8,2,2,9,2,3,1,6,2.0,6,0,6,0,7,2,2,0,2,3,0,641.8,2
381,2,10,5,1,3,2,0,2,5,1.0,1,0,7,0,1,1,4,0,10,3,0,603.6,4
382,0,10,9,10,10,3,5,1,10,5.0,2,0,8,0,2,2,7,3,7,4,1,706.0,4
383,5,5,10,8,10,3,3,2,6,2.0,10,2,7,5,5,2,10,2,7,3,1,687.0,3
384,2,0,7,3,1,0,5,2,8,0.0,5,10,4,0,1,2,3,1,7,4,1,637.8,4
385,4,5,3,5,2,5,1,1,2,5.0,5,2,6,10,0,1,10,6,10,4,1,651.8,2
386,2,10,4,1,10,1,1,2,8,0.0,4,0,5,0,10,1,10,0,5,3,1,614.0,2
387,1,2,3,8,3,2,5,1,9,2.0,1,0,8,6,1,2,10,1,3,2,1,649.7,3
388,1,2,3,8,3,3,4,1,9,2.0,1,0,8,6,0,2,10,1,2,2,1,648.0,3
389,5,7,6,4,10,5,0,1,7,5.0,10,10,7,2,0,2,6,4,8,4,0,722.7,2
390,4,7,10,5,8,4,5,1,3,2.0,9,10,7,0,0,2,6,1,10,4,1,731.0,1
391,4,6,4,4,8,1,5,1,6,1.0,8,1,8,0,1,2,8,1,5,4,0,690.2,2
392,4,5,3,10,9,2,3,2,5,1.0,6,2,8,0,1,2,5,1,9,4,1,674.5,2
393,5,6,6,3,7,6,2,1,5,4.0,7,2,8,0,0,2,10,7,7,2,1,713.8,2
394,2,5,6,7,7,7,4,2,6,4.0,5,3,7,6,7,2,5,6,6,3,0,657.1,4
395,3,2,5,2,3,8,1,2,10,5.0,3,8,7,5,2,2,3,10,5,3,0,658.4,3
396,3,8,10,7,10,7,2,1,9,2.0,9,6,7,0,0,2,10,2,8,4,1,739.5,1
397,1,2,10,5,6,5,3,1,3,3.0,5,0,6,5,2,2,5,1,10,2,1,651.8,5
398,1,5,5,6,5,2,2,1,2,2.0,4,2,5,5,3,2,5,1,10,2,1,634.4,5
399,5,10,9,5,5,2,2,1,0,2.0,10,3,9,0,1,2,10,2,10,2,1,714.6,1
400,5,5,10,10,5,10,5,1,10,8.0,10,10,8,0,0,2,5,8,10,4,1,780.7,1
401,4,0,7,3,10,6,5,2,0,4.0,1,10,9,0,0,2,10,5,10,4,1,700.9,1
402,5,10,10,10,10,5,5,1,10,6.0,10,10,4,0,0,2,10,3,10,4,1,781.6,0
403,5,10,10,10,10,10,5,1,10,8.0,10,10,6,0,0,2,10,6,10,4,1,799.0,1
404,3,1,10,10,8,3,2,1,9,5.0,8,10,8,0,0,2,4,10,6,3,0,734.4,1
405,3,4,3,5,2,4,2,1,8,1.0,5,1,8,0,1,1,4,0,2,3,1,628.4,4
406,4,5,4,5,8,2,3,1,4,3.0,2,1,7,0,0,2,5,3,7,4,1,678.6,1
407,5,5,5,6,8,5,3,1,4,1.0,8,1,6,5,4,2,10,1,10,4,0,681.3,4
408,1,10,10,5,10,10,0,2,5,3.0,8,10,6,3,7,2,10,5,8,3,0,693.2,3
409,4,1,6,8,10,4,3,2,7,3.0,7,2,7,0,4,2,0,1,2,3,1,659.2,1
410,1,2,5,0,1,3,0,2,4,2.0,5,2,6,0,0,1,9,3,10,2,0,607.6,4
411,4,5,5,10,3,4,5,1,5,3.0,5,3,6,0,1,2,8,3,10,4,0,704.5,2
412,3,10,9,9,5,4,5,1,8,1.0,2,3,8,0,2,2,2,2,5,2,1,699.2,1
413,3,10,7,4,3,4,4,1,6,1.0,1,3,7,0,2,2,3,1,4,2,1,671.6,1
414,5,1,3,7,7,8,4,1,7,1.0,9,4,7,7,3,2,10,8,10,4,1,707.2,3
415,5,10,8,4,6,3,2,1,8,2.0,4,2,7,0,0,1,5,1,7,3,0,680.7,1
416,4,0,10,0,10,3,0,2,7,4.0,9,7,8,0,0,1,10,3,5,1,0,670.0,1
417,2,3,2,1,2,1,1,1,1,2.0,1,1,8,10,1,2,7,2,4,3,0,607.2,2
418,5,3,0,2,1,4,1,1,10,7.0,10,8,10,0,3,2,5,6,10,1,0,709.7,0
419,3,4,4,3,5,4,1,1,5,2.0,5,2,7,0,10,2,5,1,7,2,0,641.8,3
420,1,5,5,3,10,1,5,1,0,1.0,5,2,8,10,4,2,10,2,3,2,0,636.9,5
421,3,3,7,8,8,7,4,2,8,10.0,5,5,5,2,2,2,10,8,10,4,1,719.6,1
422,5,5,1,6,1,2,3,2,8,1.0,3,3,8,0,4,2,10,0,10,4,0,658.6,2
423,4,7,7,5,10,4,3,2,8,6.0,3,3,8,0,3,1,2,1,7,1,1,655.2,4
424,4,5,5,10,3,4,5,1,5,3.0,5,3,6,0,1,2,8,3,10,4,0,704.5,2
425,5,5,7,4,1,5,0,1,7,1.0,3,0,9,0,0,2,0,2,7,4,1,660.5,2
426,2,2,10,10,10,3,5,2,6,1.0,1,0,6,0,2,1,6,0,10,3,1,649.3,3
427,4,3,6,1,10,2,1,2,8,2.0,6,6,9,0,1,2,2,3,9,3,1,673.0,1
428,2,3,1,4,7,2,4,2,0,2.0,5,0,7,4,5,2,4,6,7,4,1,619.7,4
429,5,10,6,5,9,4,1,1,2,1.0,10,2,8,0,1,2,10,4,10,3,0,714.4,2
430,5,4,2,1,4,4,1,2,9,2.0,10,2,6,0,0,2,4,2,3,3,1,647.7,3
431,2,4,3,0,3,1,5,2,7,4.0,3,0,8,0,10,2,3,0,0,3,1,600.8,4
432,3,4,10,5,10,4,5,2,8,1.0,3,9,8,0,1,2,5,1,7,4,0,685.8,4
433,4,10,8,6,5,3,2,1,10,3.0,5,5,8,0,0,2,7,7,5,2,1,723.6,0
434,4,10,5,6,4,6,5,1,8,1.0,6,3,8,10,1,2,5,1,10,1,1,689.8,3
435,4,2,5,2,4,3,1,2,5,0.0,2,3,7,5,7,2,5,1,4,1,1,612.3,1
436,5,8,10,8,10,6,0,1,10,8.0,2,1,8,0,1,2,10,8,10,2,1,740.0,2
437,1,3,7,3,10,1,1,1,5,1.0,4,5,6,10,10,2,5,1,1,2,0,607.4,5
438,5,8,3,2,2,1,0,1,2,1.0,2,0,7,0,2,2,4,1,3,4,1,627.6,3
439,3,3,9,10,10,4,1,1,4,7.0,6,7,7,2,1,2,9,7,5,3,1,715.1,2
440,4,10,10,7,4,3,5,1,5,2.0,1,5,8,0,1,2,8,1,7,3,1,709.2,1
441,5,9,2,9,4,6,3,1,5,5.0,6,5,8,0,5,2,7,7,9,2,1,705.1,5
442,3,2,3,2,10,3,0,2,8,2.0,2,0,6,10,8,2,4,0,2,3,1,583.2,5
443,2,2,5,0,10,1,2,2,2,0.0,3,0,7,0,2,2,2,1,4,4,0,615.9,1
444,2,10,6,10,2,10,0,2,6,3.0,3,6,10,0,1,2,10,4,10,2,0,694.7,3
445,2,10,10,10,10,2,0,2,10,1.0,6,3,10,0,0,2,7,7,10,3,0,714.0,1
446,5,5,10,10,3,4,3,1,4,3.0,8,3,7,4,1,2,8,3,8,3,1,705.3,2
447,3,3,2,0,0,7,4,1,5,5.0,7,3,6,0,0,1,7,1,2,3,0,642.0,3
448,4,8,4,0,6,0,0,2,4,1.0,3,0,7,3,1,1,2,1,6,2,0,600.6,2
449,5,2,10,10,3,3,1,1,5,0.0,8,0,7,6,8,1,5,0,0,3,1,620.3,4
450,5,5,10,10,4,10,5,1,9,3.0,10,2,8,0,1,2,10,4,8,3,1,751.8,1
451,5,3,2,10,4,3,0,1,5,1.0,4,10,8,5,0,1,4,2,8,1,0,663.9,0
452,3,10,10,8,10,10,3,1,8,3.0,5,5,5,8,1,2,10,3,3,2,0,711.1,3
453,2,1,10,5,10,2,2,2,8,2.0,5,1,7,0,4,1,4,1,4,3,1,628.2,3
454,1,3,10,5,10,10,3,1,8,10.0,6,10,7,0,1,1,10,5,9,1,0,727.0,2
455,0,4,5,3,2,1,0,2,10,1.0,1,0,3,10,7,2,5,1,2,2,1,563.7,5
456,5,8,3,10,10,10,5,1,8,10.0,10,3,7,0,3,2,10,3,10,3,1,760.1,2
457,2,0,1,10,0,7,2,1,8,6.0,10,1,7,5,1,2,5,2,3,3,0,663.2,2
458,4,6,5,6,10,2,2,1,7,2.0,4,5,7,0,1,2,10,1,10,4,1,706.2,1
459,4,9,6,1,7,2,1,1,8,1.0,6,2,7,0,3,2,6,1,4,4,0,664.1,4
460,5,7,10,4,10,3,3,1,6,2.0,8,2,8,1,2,1,4,3,3,2,1,681.7,2
461,4,7,1,0,1,0,0,2,2,2.0,3,0,8,0,2,1,0,2,6,3,0,583.8,3
462,3,0,0,2,4,1,2,1,0,3.0,10,0,6,0,2,2,3,1,1,3,0,620.5,3
463,3,3,7,3,4,2,3,1,2,1.0,3,4,7,7,6,2,3,2,2,1,1,627.8,2
464,1,4,4,3,2,1,0,1,8,0.0,2,5,7,0,1,2,3,5,3,3,1,637.8,2
465,2,5,10,10,7,3,4,1,4,2.0,10,4,7,0,1,2,2,1,6,3,1,693.8,3
466,2,8,6,3,5,5,0,1,6,1.0,3,1,9,0,1,1,2,1,3,2,1,635.0,2
467,5,4,5,3,10,2,5,1,8,2.0,8,4,9,4,1,2,10,3,7,2,0,710.8,2
468,1,5,1,3,4,2,1,2,1,1.0,1,5,7,0,10,1,10,2,10,3,0,596.8,3
469,2,5,3,7,8,4,1,2,9,2.0,3,5,7,10,6,2,10,3,5,3,0,636.3,4
470,5,10,8,10,6,2,5,2,8,2.0,2,1,8,0,2,2,5,5,9,4,0,706.0,0
471,5,3,4,2,4,7,4,1,4,6.0,10,5,5,7,3,2,8,5,4,2,1,684.9,2
472,2,0,1,1,10,0,0,1,0,0.0,4,0,8,0,0,2,0,0,1,1,0,612.9,0
473,5,10,7,3,4,8,2,1,8,5.0,10,1,8,0,1,2,10,6,9,3,1,728.0,3
474,2,8,10,10,10,3,2,2,8,4.0,7,4,5,0,2,2,10,2,10,3,1,704.7,2
475,2,3,10,10,6,5,3,1,8,3.0,5,10,8,0,1,1,4,5,10,4,1,703.2,2
476,4,6,6,10,10,6,4,1,9,7.0,9,7,7,0,0,2,8,4,10,4,1,756.5,1
477,5,5,10,10,10,0,5,2,5,2.0,2,10,8,10,0,2,4,0,1,3,0,666.9,3
478,4,1,10,7,5,4,2,2,0,5.0,1,1,8,7,1,1,10,4,1,4,0,629.3,1
479,2,3,1,10,3,5,2,1,4,1.0,2,2,7,10,9,2,3,0,4,3,1,614.0,2
480,5,4,7,7,3,2,2,2,2,1.0,3,2,9,0,1,2,7,4,10,4,1,662.2,3
481,4,10,10,7,4,3,3,1,8,1.0,7,1,8,0,3,2,7,2,10,4,1,705.3,3
482,5,6,8,10,10,5,5,1,7,1.0,5,10,6,10,2,2,10,2,10,3,1,719.8,3
483,3,4,3,2,10,4,2,1,3,1.0,10,1,5,0,5,2,5,1,5,1,0,657.7,2
484,1,6,4,1,10,0,2,2,2,0.0,8,1,5,0,0,2,1,0,10,2,0,638.6,0
485,2,5,5,5,8,8,3,2,5,8.0,2,10,8,2,1,2,8,2,5,2,0,689.0,1
486,3,10,10,10,5,2,1,1,2,0.0,1,0,9,0,10,1,5,2,10,2,0,644.8,3
487,4,5,4,4,4,2,1,1,6,1.0,7,1,7,5,2,1,10,6,8,2,0,652.4,3
488,2,4,9,1,10,2,0,1,4,1.0,4,2,7,1,5,1,3,2,6,2,1,622.9,4
489,2,3,1,1,2,6,0,2,7,0.0,3,5,7,2,1,2,3,4,7,2,0,627.8,1
490,5,1,10,10,8,9,5,1,8,3.0,5,10,7,7,5,1,10,6,10,3,0,718.3,2
491,3,4,4,2,4,4,5,1,8,7.0,10,5,8,10,3,2,2,3,3,1,1,661.7,5
492,5,6,5,6,4,2,2,2,6,2.0,6,5,6,1,0,2,6,5,5,3,0,667.3,3
493,5,10,3,2,10,2,1,1,8,3.0,4,1,7,10,2,2,3,3,8,2,1,665.4,2
494,1,5,10,6,10,10,5,2,6,10.0,10,10,8,2,3,2,10,10,10,1,0,751.8,1
495,2,4,2,1,2,3,0,1,4,3.0,5,2,6,3,3,2,2,4,4,2,0,617.8,4
496,0,9,10,6,10,6,5,2,7,7.0,8,6,8,1,1,2,10,8,10,1,0,736.1,1
497,2,5,5,8,7,6,2,2,4,4.0,8,0,7,3,5,1,5,1,3,2,0,620.3,5
498,0,1,2,3,2,2,0,1,5,2.0,2,1,8,9,10,2,8,2,8,1,0,595.5,4
499,3,10,10,7,5,10,5,1,8,5.0,3,5,6,2,2,2,10,4,10,1,1,734.7,2
500,4,1,8,10,10,2,0,2,9,1.0,2,1,8,0,4,2,6,2,4,3,1,651.6,3
501,3,2,4,2,3,4,4,1,8,4.0,3,4,7,10,10,2,10,4,7,3,0,648.2,3
502,1,4,7,2,4,4,0,1,7,1.0,1,2,8,3,7,2,10,0,5,2,1,636.1,2
503,3,3,5,5,3,10,1,1,10,10.0,8,10,5,0,2,1,5,10,10,1,0,699.8,5
504,2,3,3,1,10,1,1,2,6,3.0,8,1,8,0,1,2,4,2,6,4,0,640.9,3
505,3,10,6,10,10,1,4,2,4,0.0,7,2,8,0,3,2,5,1,7,3,1,676.4,3
506,2,4,7,4,6,3,2,1,9,5.0,8,5,8,2,4,2,5,5,6,1,0,688.5,2
507,5,5,10,10,10,4,5,1,9,2.0,10,5,7,0,1,2,10,3,10,4,0,748.2,3
508,4,1,3,10,10,5,2,2,7,6.0,10,2,9,10,7,2,10,3,2,2,0,661.9,3
509,4,7,8,10,10,5,5,1,6,3.0,3,10,6,7,3,1,8,10,10,4,1,716.0,2
510,5,8,10,10,10,10,5,2,10,10.0,6,10,8,4,0,2,10,8,10,3,0,778.2,0
511,3,10,8,3,6,5,1,1,9,7.0,10,10,8,0,0,2,2,10,6,2,0,734.8,1
512,2,10,10,10,10,10,4,2,8,7.0,5,5,5,2,0,2,10,8,5,4,1,734.9,1
513,1,1,3,2,8,3,1,1,3,2.0,3,1,8,2,2,1,6,3,2,2,0,616.1,2
514,4,0,4,3,10,3,1,1,10,6.0,9,0,7,2,0,2,5,5,10,4,1,697.0,1
515,4,10,10,4,10,6,4,2,8,3.0,4,5,6,4,7,2,5,4,4,2,0,675.4,4
516,4,8,4,10,5,10,5,2,3,5.0,5,10,7,0,7,2,10,5,10,3,1,718.3,1
517,4,1,4,5,4,1,3,1,7,6.0,7,1,8,0,1,1,3,5,7,3,0,659.4,3
518,5,0,0,0,3,0,0,2,7,0.0,7,10,7,0,0,1,2,1,10,2,0,626.9,0
519,1,2,3,3,6,3,1,2,3,1.0,4,1,8,3,2,2,2,2,1,2,0,604.4,2
520,2,10,10,10,10,10,5,1,5,5.0,10,10,8,0,1,2,10,5,5,3,1,760.3,3
521,2,6,5,4,10,2,1,1,8,4.0,2,5,7,0,1,2,5,7,5,3,1,687.1,1
522,2,4,10,8,6,8,2,1,5,2.0,4,6,7,4,1,2,10,0,3,3,1,682.4,3
